Gender,Senior Citizen,Partner,Dependents,tenure,Phone Service,Paperless Billing,MonthlyCharges,TotalCharges,Multiple Lines_No phone service_False,Multiple Lines_No phone service_True,Multiple Lines_Yes_False,Multiple Lines_Yes_True,Internet Service_Fiber optic_False,Internet Service_Fiber optic_True,Internet Service_No_False,Internet Service_No_True,Online Security_No internet service_False,Online Security_No internet service_True,Online Security_Yes_False,Online Security_Yes_True,Online Backup_No internet service_False,Online Backup_No internet service_True,Online Backup_Yes_False,Online Backup_Yes_True,Device Protection_No internet service_False,Device Protection_No internet service_True,Device Protection_Yes_False,Device Protection_Yes_True,Tech Support_No internet service_False,Tech Support_No internet service_True,Tech Support_Yes_False,Tech Support_Yes_True,Streaming TV_No internet service_False,Streaming TV_No internet service_True,Streaming TV_Yes_False,Streaming TV_Yes_True,Streaming Movies_No internet service_False,Streaming Movies_No internet service_True,Streaming Movies_Yes_False,Streaming Movies_Yes_True,Contract_One year_False,Contract_One year_True,Contract_Two year_False,Contract_Two year_True,Payment Method_Credit card (automatic)_False,Payment Method_Credit card (automatic)_True,Payment Method_Electronic check_False,Payment Method_Electronic check_True,Payment Method_Mailed check_False,Payment Method_Mailed check_True,tenure_bucket,churn_label
0,0,0,0,-1.1580161531009565,0,0,-0.5500697772450316,-0.9181333687409043,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0
0,0,1,1,0.797693988161937,1,0,-1.494098368940895,-0.5350723521675605,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,3,0
0,0,0,0,-0.8728084241667845,1,1,0.9773285955868325,-0.5662201872036424,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0
0,0,1,0,-1.2395040756535771,1,1,-0.08802761440797156,-0.9574652312545969,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0
0,0,1,0,-0.26164900502213034,1,0,0.4820459893801996,-0.118017841408238,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0
1,0,1,1,-0.3431369275747509,1,1,-0.2841462302884502,-0.3657666624353168,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0
0,0,0,0,-0.8320644628904743,1,0,-1.4791401694245876,-0.8985225859171955,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0
1,1,1,0,1.1236456783724194,1,1,1.1368827237607813,1.6476585126697105,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,3,0
0,0,1,1,1.2866215234776603,1,1,0.8576629994563706,1.5592224852903536,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,4,0
1,0,1,0,1.368109446030281,1,1,0.7014329156193795,1.46121268991832,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,4,0
0,0,0,0,1.1236456783724194,1,1,0.4787219450432425,1.094894737645533,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,3,0
1,0,1,1,-0.6283446565089229,1,1,0.18454402122252414,-0.47721061611965493,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
1,0,1,1,0.3902543753988342,1,0,-1.5107185906256815,-0.6247216450759435,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,2,0
1,0,0,0,-1.2802480369298874,1,1,-0.48691293484284354,-0.9852379821826613,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
0,0,1,1,0.5939741817803856,1,0,-0.03318088284817671,0.3193974708654639,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,2,0
0,0,1,0,-0.9135523854430948,1,1,-1.4708300585821945,-0.8958534017533387,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0
1,1,1,0,1.5310852911355222,1,1,0.7895200905487467,1.7749852150976602,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,4,0
1,1,0,0,1.4088534073065913,1,1,1.2166597878477559,2.0108219745670306,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,4,0
1,0,0,0,-1.2802480369298874,1,0,-0.6713973955439717,-0.9876865726139681,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
1,0,0,0,-1.1580161531009565,1,1,-0.03484290501665525,-0.907566928951752,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,1,1,1.368109446030281,1,0,1.477597268298901,2.1173466880155,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,4,0
0,0,0,0,-0.8320644628904743,1,1,0.6582203392389346,-0.5585214659376421,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0
0,0,0,0,-0.3431369275747509,1,0,-1.4741541029191516,-0.7747033238367937,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0
1,0,0,0,-0.26164900502213034,1,1,0.6964468491139434,-0.06035463971962752,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,2,0
1,0,1,0,1.0014137945434884,1,0,1.4343846919184566,1.6264594549716411,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,3,0
0,0,1,1,0.3902543753988342,1,0,-1.39105299449522,-0.5598891470794529,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,2,0
0,0,1,0,1.2866215234776603,1,0,-1.5073945462887242,-0.4666221169572475,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,4,0
1,0,0,0,-0.5468567339563023,1,1,-1.499084435446331,-0.8368445782961723,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0
1,0,1,0,-0.42462485012737144,1,1,0.7379974033259092,-0.19087995126955407,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1,0,0,0,-0.8320644628904743,1,1,0.503652277570422,-0.547028532471779,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0
0,0,1,0,-0.05792919864057891,1,1,-0.026532794174262082,-0.1643645846170255,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,2,0
0,0,0,0,-0.8728084241667845,1,1,0.003383604858353504,-0.6914291897991103,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0
1,0,1,1,1.4495973685829016,1,0,-1.2979797530604165,-0.263455289278555,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,4,0
0,1,1,1,1.6125732136881425,1,1,0.8427047999400633,1.955850016415532,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,4,0
1,1,0,0,1.4088534073065913,1,1,1.7052943053804734,2.4514800147092197,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,4,0
0,0,0,0,1.1236456783724194,1,1,1.3346633618097385,1.7442123894069135,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,3,0
1,0,1,1,1.0421577558197987,0,0,-0.4918990013482794,0.2808376864156968,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,3,0
1,0,0,0,-1.2802480369298874,1,0,-1.4741541029191516,-0.9983412498961407,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,0,1,0,0.18653456901728277,1,1,-1.494098368940895,-0.6908115273479698,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,2,0
1,0,0,0,-0.791320501614164,1,1,-1.4907743246039378,-0.8953901549149834,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0
1,0,0,0,0.4309983366751445,1,0,-1.2747114427017154,-0.5176233879228433,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,2,0
0,0,0,0,-1.076528230548336,0,1,-0.046477060196005726,-0.853477345730454,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0
1,0,0,0,1.5718292524118322,0,0,-0.36059925003846727,0.7082601026048767,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,4,0
0,0,1,1,1.6125732136881425,1,1,1.0072449946194475,2.011748468243741,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,4,0
0,1,0,0,-1.076528230548336,1,1,0.3091956838584216,-0.8084321055437123,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
1,0,1,1,-0.8320644628904743,0,0,-0.9738854302070831,-0.8166602517678331,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,0,1,0,-0.46536881140368175,1,0,0.4787219450432425,-0.23861643499340757,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0
0,0,1,1,-1.076528230548336,1,1,-0.5317875333917667,-0.8761764408098649,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,0,0,0,0.4309983366751445,1,0,-0.3107385849841083,0.07100892801398964,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,2,0
0,0,1,1,0.10504664646466222,1,1,-1.3096139082397669,-0.5883236792051679,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,2,0
1,1,1,0,-0.01718523736426863,1,1,0.9540602852281315,0.3033161877625577,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,2,0
1,0,0,0,0.797693988161937,0,0,-0.029856838511219397,0.46397460317883527,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,3,0
1,0,0,0,-0.01718523736426863,1,1,0.0017215826898744927,-0.12015760061397446,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,2,0
0,0,1,1,1.6125732136881425,0,1,-0.03318088284817671,1.059290909211938,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,4,0
1,0,0,0,0.7569500268856267,0,1,-0.6763834620494076,-0.044891019067861596,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,3,0
1,0,1,1,1.4495973685829016,1,1,-1.4907743246039378,-0.4323859696654635,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,4,0
1,1,1,0,-0.9950403079957154,0,1,-0.7129479497559376,-0.8435065090191869,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0
1,0,1,0,0.6754621043330061,0,0,-0.5035331565276299,0.05585413858779405,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,3,0
0,0,1,0,1.6125732136881425,1,0,0.6748405609237209,1.7083217891210032,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,4,0
1,0,0,0,0.8791819107145575,1,0,0.8310706447607126,1.0516583660657026,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,3,0
0,0,1,1,0.7162060656093164,1,0,1.2715065194075503,1.2662960678370032,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,3,0
0,0,1,0,1.4903413298592119,1,1,1.7019702610435166,2.602807315238626,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,4,0
1,0,0,0,-1.2802480369298874,1,1,0.16958582170621683,-0.9765245297469303,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
1,0,1,1,1.4495973685829016,1,0,1.0072449946194475,1.9412687706939666,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,4,0
1,0,0,1,0.3087664528462136,0,0,-0.8159933242016129,-0.31732427876730285,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,2,0
1,0,1,1,-0.05792919864057891,1,0,-1.2979797530604165,-0.674002284927648,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,2,0
0,1,0,1,0.02355872391204165,1,1,1.3479595391575674,0.5213730923883857,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,2,0
1,1,1,0,0.9199258719908678,1,1,1.622193196956542,1.7688968280792756,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,3,0
1,0,1,1,1.4495973685829016,1,1,-1.3561505289571687,-0.2730952353909968,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,4,0
0,0,1,1,-0.8320644628904743,1,0,-1.509056568457203,-0.9199642967210706,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,1,0,1.5718292524118322,1,1,0.7080810042932936,1.6600117616925192,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,4,0
1,0,0,0,0.3087664528462136,1,1,1.2582103420597215,0.8051007511943945,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,2,0
0,0,1,1,1.2866215234776603,1,1,0.9324539970379091,1.6312683983412342,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,4,0
1,0,1,0,0.8384379494382472,1,0,1.0953321695488154,1.217633090436439,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,3,0
1,0,1,0,1.6125732136881425,1,1,1.10198025822273,2.131354390032435,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,4,0
1,0,0,0,0.5532302205040753,1,0,-1.4907743246039378,-0.6071844433382062,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,2,0
1,0,0,0,0.3087664528462136,1,1,-1.336206262935425,-0.5776690019229954,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,2,0
1,0,0,0,-0.8320644628904743,0,1,-0.46032058014718524,-0.7401142265729294,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,0,0,-0.9542963467194051,1,0,0.35905634891278065,-0.7154959660203322,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
0,0,1,1,0.7569500268856267,1,1,0.5302446322660801,0.8089611415140222,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,3,0
1,0,1,1,0.6754621043330061,1,1,0.8510149107824564,0.9756197064556641,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,3,0
0,0,0,0,0.9606698332671781,1,1,-0.15118445681015957,0.44094461750059916,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,3,0
1,0,0,0,-1.1580161531009565,1,1,-1.4824642137615447,-0.9827893917513547,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0
1,0,1,0,-0.506112772679992,1,1,-0.021546727668825993,-0.4450921686603524,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0
0,0,1,1,-0.26164900502213034,1,1,-1.4808021915930663,-0.789438985171144,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,2,0
1,0,0,0,0.7569500268856267,1,1,1.1368827237607813,1.2154050937376824,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,3,0
0,0,0,0,-1.1580161531009565,1,1,0.5152864327497723,-0.8643305573719215,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,0,0,0,-1.2802480369298874,1,0,-1.504070501951767,-0.9987383186147307,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0
1,0,1,1,-0.22090504374582004,1,0,1.1950534996575333,0.22511570957352783,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,2,0
1,0,0,0,-0.8320644628904743,1,1,-0.3672473387123819,-0.7211872843201261,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,0,1,1,0.06430268518835193,1,1,-1.3029658195658524,-0.602728449940693,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,2,0
1,0,1,0,-0.3431369275747509,1,1,-0.2143412992123476,-0.413128136813835,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0
0,1,0,0,-0.7505765403378537,0,1,-0.6132266196472196,-0.7105767257844636,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0
1,0,1,0,1.082901717096109,1,0,1.627179263461978,1.8873777218319638,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,3,0
1,0,0,0,-1.1987601143772668,1,0,0.8510149107824564,-0.8889267585512638,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0
0,0,1,1,1.3273654847539706,1,0,1.4792592904673796,2.2298715509893343,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,4,0
0,0,1,1,1.082901717096109,1,0,0.8476908664454988,1.2841862195468208,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,3,0
1,0,1,1,1.6125732136881425,0,1,0.015017760037703748,0.9686489445070795,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,4,0
1,0,0,0,-1.1987601143772668,1,0,-0.13788827946233057,-0.920493721679191,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0
1,0,0,1,-0.5468567339563023,1,1,-1.3528264846202114,-0.813593998885386,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0
1,0,0,0,-1.2802480369298874,1,1,-1.5057325241202457,-0.9987603779879859,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0
1,0,0,0,-0.3431369275747509,1,1,0.703094937787858,-0.07771536647132465,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
1,1,0,0,1.0014137945434884,1,1,-0.37555744955477505,0.33199337299407783,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,3,0
0,0,0,0,1.6125732136881425,1,0,-1.3079518860712882,-0.18390918932096917,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,4,0
